时间,主驾设置温度,副驾设置温度,模式,内外气,风挡,A/C,PTC,压力采集电压,车内温度,蒸发温度,车外温度,阳光温度,TDBase,TDBaseDep,电磁阀状态,HVAC位置,电池PWM值,HVACPWM值,电子膨胀阀步数,K1,K2,K3,K4,OFFSET,模式当前位置,左冷暖当前位置,右冷暖当前位置,内外循环当前位置,HVAC水阀当前位置,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0
15:26:46,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25.3,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,153,8,,,,,,,,,,,
15:26:47,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25.2,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,153,8,,,,,,,,,,,
15:26:48,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25.1,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,153,8,,,,,,,,,,,
15:26:49,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25.1,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,153,8,,,,,,,,,,,
15:26:50,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25.1,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,153,8,,,,,,,,,,,
15:26:51,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25.1,0,28,187,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,153,8,,,,,,,,,,,
15:26:52,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25.1,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,153,8,,,,,,,,,,,
15:26:53,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25.1,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,153,8,,,,,,,,,,,
15:26:54,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,153,8,,,,,,,,,,,
15:26:55,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,153,8,,,,,,,,,,,
15:26:56,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,269,25.1,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,153,8,,,,,,,,,,,
15:26:57,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,269,25.1,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,153,8,,,,,,,,,,,
15:26:58,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25.1,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,153,8,,,,,,,,,,,
15:26:59,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,269,25,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,153,8,,,,,,,,,,,
15:27:00,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,269,25.1,0,28,187,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,39,8,,,,,,,,,,,
15:27:01,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,269,25.1,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,18,8,,,,,,,,,,,
15:27:02,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,269,25.1,0,28,187,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,18,8,,,,,,,,,,,
15:27:03,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,270,25.1,0,28,186,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,18,8,,,,,,,,,,,
15:27:04,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,270,25.1,0,28,186,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,18,8,,,,,,,,,,,
15:27:05,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,270,25.1,0,28,185,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,18,8,,,,,,,,,,,
15:27:06,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,269,25,0,28,184,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:27:07,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,270,25,0,28,184,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:27:08,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,269,25,0,28,183,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:27:09,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,269,25,0,28,182,67,67,0,7,10.1,85.1,0,10,6,-3,28.1,110,233,213,211,17,8,,,,,,,,,,,
15:27:10,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,269,25,0,28,182,67,67,0,7,10.1,85.1,0,10,6,-3,28.3,110,233,213,211,17,8,,,,,,,,,,,
15:27:11,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,269,25,0,28,182,67,67,0,7,10.1,85.1,0,10,6,-3,28.5,110,233,213,211,17,8,,,,,,,,,,,
15:27:12,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28,182,67,67,0,7,10.1,85.1,0,10,6,-3,28.7,110,233,213,211,17,8,,,,,,,,,,,
15:27:13,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,269,25,0,28,181,67,67,0,7,10.1,85.1,0,10,6,-3,28.9,110,233,213,211,17,8,,,,,,,,,,,
15:27:14,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,24.9,0,28,181,67,67,0,7,10.1,85.1,0,10,6,-3,29,110,233,213,211,17,8,,,,,,,,,,,
15:27:15,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,24.9,0,28,182,67,67,0,7,10.1,85.1,0,10,6,-3,29,110,233,213,211,17,8,,,,,,,,,,,
15:27:16,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,24.9,0,28,182,67,67,0,7,10.1,85.1,0,10,6,-3,29,110,233,213,211,17,8,,,,,,,,,,,
15:27:17,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,24.9,0,28,182,67,67,0,7,10.1,85.1,0,10,6,-3,29,110,233,213,211,17,8,,,,,,,,,,,
15:27:18,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,24.9,0,28,183,67,67,0,7,10.1,85.1,0,10,6,-3,29,110,233,213,211,17,8,,,,,,,,,,,
15:27:19,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,24.9,0,28,184,67,67,0,7,10.1,85.1,0,10,6,-3,29,110,233,213,211,17,8,,,,,,,,,,,
15:27:20,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28,184,67,67,0,7,10.1,85.1,0,10,6,-3,28.9,110,233,213,211,17,8,,,,,,,,,,,
15:27:21,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28,185,67,67,0,7,10.1,85.1,0,10,6,-3,28.9,110,233,213,211,17,8,,,,,,,,,,,
15:27:22,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28,187,67,67,0,7,10.1,85.1,0,10,6,-3,28.8,110,233,213,211,17,8,,,,,,,,,,,
15:27:23,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28,187,67,67,0,7,10.1,85.1,0,10,6,-3,28.8,110,233,213,211,17,8,,,,,,,,,,,
15:27:24,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28.7,110,233,213,211,17,8,,,,,,,,,,,
15:27:25,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28.7,110,233,213,211,17,8,,,,,,,,,,,
15:27:26,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28,190,67,67,0,7,10.1,85.1,0,10,6,-3,28.6,110,233,213,211,17,8,,,,,,,,,,,
15:27:27,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28,191,67,67,0,7,10.1,85.1,0,10,6,-3,28.6,110,233,213,211,17,8,,,,,,,,,,,
15:27:28,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28,191,67,67,0,7,10.1,85.1,0,10,6,-3,28.5,110,233,213,211,17,8,,,,,,,,,,,
15:27:29,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28,191,67,67,0,7,10.1,85.1,0,10,6,-3,28.5,110,233,213,211,17,8,,,,,,,,,,,
15:27:30,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25,0,28,192,67,67,0,7,10.1,85.1,0,10,6,-3,28.4,110,233,213,211,17,8,,,,,,,,,,,
15:27:31,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,268,25.1,0,28,193,67,67,0,7,10.1,85.1,0,10,6,-3,28.4,110,233,213,211,17,8,,,,,,,,,,,
15:27:32,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,267,25.1,0,28,193,67,67,0,7,10.1,85.1,0,10,6,-3,28.3,110,233,213,211,17,7,,,,,,,,,,,
15:27:33,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,267,25.1,0,28,195,67,67,0,7,10.1,85.1,0,10,6,-3,28.3,110,233,213,211,17,7,,,,,,,,,,,
15:27:34,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,267,25.1,0,28,195,67,67,0,7,10.1,85.1,0,10,6,-3,28.2,110,233,213,211,17,8,,,,,,,,,,,
15:27:35,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,266,25.1,0,28,195,67,67,0,7,10.1,85.1,0,10,6,-3,28.2,110,233,213,211,17,7,,,,,,,,,,,
15:27:36,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,266,25.1,0,28,196,67,67,0,7,10.1,85.1,0,10,6,-3,28.1,110,233,213,211,17,8,,,,,,,,,,,
15:27:37,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,266,25.1,0,28,195,67,67,0,7,10.1,85.1,0,10,6,-3,28.1,110,233,213,211,17,8,,,,,,,,,,,
15:27:38,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,266,25.1,0,28,195,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:27:39,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,265,25.2,0,28,195,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:27:40,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,266,25.2,0,28,194,67,67,0,7,10.1,85.1,0,10,6,-3,27.9,110,233,213,211,17,8,,,,,,,,,,,
15:27:41,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,265,25.3,0,28,193,67,67,0,7,10.1,85.1,0,10,6,-3,27.9,110,233,213,211,17,8,,,,,,,,,,,
15:27:42,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,265,25.2,0,28,193,67,67,0,7,10.1,85.1,0,10,6,-3,27.8,110,233,213,211,17,7,,,,,,,,,,,
15:27:43,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,265,25.1,0,28,193,67,67,0,7,10.1,85.1,0,10,6,-3,27.8,110,233,213,211,17,8,,,,,,,,,,,
15:27:44,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,266,25.1,0,28,192,67,67,0,7,10.1,85.1,0,10,6,-3,27.7,110,233,213,211,17,8,,,,,,,,,,,
15:27:45,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,265,25.1,0,28,190,67,67,0,7,10.1,85.1,0,10,6,-3,27.7,110,233,213,211,17,8,,,,,,,,,,,
15:27:46,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,265,25.1,0,28,190,67,67,0,7,10.1,85.1,0,10,6,-3,27.6,110,233,213,211,17,8,,,,,,,,,,,
15:27:47,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,265,25.1,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,27.8,110,233,213,211,17,8,,,,,,,,,,,
15:27:48,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,265,25.1,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:27:49,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,264,25.1,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:27:50,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,265,25.1,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:27:51,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:27:52,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:27:53,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:27:54,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:27:55,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:27:56,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,7,,,,,,,,,,,
15:27:57,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:27:58,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,7,,,,,,,,,,,
15:27:59,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:00,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:01,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:02,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:03,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,27.9,110,233,213,211,17,8,,,,,,,,,,,
15:28:04,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:05,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:06,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,27.9,110,233,213,211,17,7,,,,,,,,,,,
15:28:07,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:08,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:09,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25,0,28,190,67,67,0,7,10.1,85.1,0,10,6,-3,27.9,110,233,213,211,17,8,,,,,,,,,,,
15:28:10,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25,0,28,190,67,67,0,7,10.1,85.1,0,10,6,-3,27.9,110,233,213,211,17,8,,,,,,,,,,,
15:28:11,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25.1,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:12,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25.1,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:13,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25.1,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:14,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25.1,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,27.9,110,233,213,211,17,8,,,,,,,,,,,
15:28:15,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25.1,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:16,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25.1,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:17,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25.1,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:18,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25.1,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:19,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25.1,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:20,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25.1,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:21,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25.1,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:22,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25.1,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:23,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25.1,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:24,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:25,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,261,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:26,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,261,25,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,7,,,,,,,,,,,
15:28:27,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,261,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:28,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,261,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:29,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,261,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:30,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,261,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:31,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,261,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:32,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,261,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:33,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,261,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:34,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,261,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:35,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,261,25,0,28,188,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:36,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:37,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:38,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:39,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,261,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,7,,,,,,,,,,,
15:28:40,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:41,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:42,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:43,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:44,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,262,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:45,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:46,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,7,,,,,,,,,,,
15:28:47,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:48,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:49,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:50,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:51,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:52,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,27.9,110,233,213,211,17,8,,,,,,,,,,,
15:28:53,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,264,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:54,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:55,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,7,,,,,,,,,,,
15:28:56,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,27.9,110,233,213,211,17,8,,,,,,,,,,,
15:28:57,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:58,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25.1,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:28:59,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,264,25.2,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:29:00,22,841,AUTO,AUTO,AUTO,AUTO,AUTO,263,25.3,0,28,189,67,67,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:29:01,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,263,25.4,0,28,189,64,64,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:29:02,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,263,25.4,0,28,189,64,64,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:29:03,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,263,25.4,0,28,189,64,64,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:29:04,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,264,25.4,0,28,189,64,64,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:29:05,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,263,25.4,0,28,190,64,64,0,7,10.1,85.1,0,10,6,-3,27.9,110,233,213,211,17,8,,,,,,,,,,,
15:29:06,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,263,25.4,0,28,189,64,64,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
15:29:07,22,872,AUTO,AUTO,AUTO,AUTO,AUTO,263,25.4,0,28,189,64,64,0,7,10.1,85.1,0,10,6,-3,28,110,233,213,211,17,8,,,,,,,,,,,
